        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.966845      0.962855   99.840909        0.5   0.000405  32.596410
std     0.029224      0.033249    0.369989        0.0   0.000023   1.873479
min     0.916700      0.906200   99.000000        0.5   0.000360  28.968011
25%     0.958300      0.944400  100.000000        0.5   0.000388  31.302119
50%     0.958300      0.959400  100.000000        0.5   0.000406  32.690507
75%     1.000000      1.000000  100.000000        0.5   0.000419  33.641879
max     1.000000      1.000000  100.000000        0.5   0.000450  36.035105
GLOBAL EMISSIONS: 0.0004079294239658 ( 9.06509831035111e-06 each execution)
