        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.960968      0.961027   99.840909        0.5       -1.0  34.183622
std     0.003896      0.003896    0.525763        0.0        0.0   0.296526
min     0.952400      0.952700   97.000000        0.5       -1.0  33.735503
25%     0.958675      0.958700  100.000000        0.5       -1.0  33.905525
50%     0.961200      0.961250  100.000000        0.5       -1.0  34.150761
75%     0.963600      0.963600  100.000000        0.5       -1.0  34.407911
max     0.967400      0.967500  100.000000        0.5       -1.0  34.882466
GLOBAL EMISSIONS: 1584.3365755081177 ( 35.20747945573595 each execution)
