       test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.00000     44.000000   44.000000  4.400000e+01       44.0  44.000000
mean    0.96082      0.960866   99.613636  3.000000e-01       -1.0  34.449152
std     0.00359      0.003599    0.537691  5.615292e-17        0.0   0.348192
min     0.95370      0.953700   98.000000  3.000000e-01       -1.0  33.816400
25%     0.95830      0.958300   99.000000  3.000000e-01       -1.0  34.287968
50%     0.96010      0.960250  100.000000  3.000000e-01       -1.0  34.346581
75%     0.96370      0.963700  100.000000  3.000000e-01       -1.0  34.531888
max     0.96830      0.968300  100.000000  3.000000e-01       -1.0  36.246040
GLOBAL EMISSIONS: 1594.2886328697205 ( 35.42863628599379 each execution)
