        test_acc  balanced_acc   nfeat  max_alpha  emissions   duration
count  44.000000     44.000000    44.0       44.0       44.0  44.000000
mean    0.932766      0.924575  3571.0        0.0       -1.0   0.125605
std     0.048568      0.049284     0.0        0.0        0.0   0.001053
min     0.833300      0.825200  3571.0        0.0       -1.0   0.124276
25%     0.916700      0.900000  3571.0        0.0       -1.0   0.124876
50%     0.916700      0.909100  3571.0        0.0       -1.0   0.125282
75%     0.958300      0.945800  3571.0        0.0       -1.0   0.125885
max     1.000000      1.000000  3571.0        0.0       -1.0   0.128907
GLOBAL EMISSIONS: 20.604784727096558 ( 0.45788410504659016 each execution)
