        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.840523      0.834093   99.750000        0.5       -1.0  46.094640
std     0.060869      0.066311    0.438019        0.0        0.0   3.035249
min     0.714300      0.694400   99.000000        0.5       -1.0  36.482828
25%     0.807125      0.790750   99.750000        0.5       -1.0  44.314473
50%     0.850000      0.845200  100.000000        0.5       -1.0  46.194160
75%     0.857100      0.889200  100.000000        0.5       -1.0  48.080491
max     1.000000      1.000000  100.000000        0.5       -1.0  51.385997
GLOBAL EMISSIONS: 2093.947913646698 ( 46.53217585881551 each execution)
