        test_acc  balanced_acc   nfeat  max_alpha  emissions   duration
count  44.000000      44.00000    44.0       44.0       44.0  44.000000
mean    0.709464       0.73192  2000.0        0.0       -1.0   0.114634
std     0.097487       0.07525     0.0        0.0        0.0   0.002005
min     0.450000       0.56250  2000.0        0.0       -1.0   0.111737
25%     0.619000       0.66830  2000.0        0.0       -1.0   0.113247
50%     0.732150       0.74280  2000.0        0.0       -1.0   0.113921
75%     0.800000       0.79490  2000.0        0.0       -1.0   0.116074
max     0.850000       0.84520  2000.0        0.0       -1.0   0.120623
GLOBAL EMISSIONS: 19.599178791046143 ( 0.43553730646769206 each execution)
