        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01       44.0  44.000000
mean    0.992820      0.991584  1416.795455  2.000000e-01       -1.0  29.200374
std     0.009757      0.016078   143.286439  8.422938e-17        0.0   0.170997
min     0.966700      0.940000  1134.000000  2.000000e-01       -1.0  28.823175
25%     0.983300      0.990200  1338.750000  2.000000e-01       -1.0  29.079196
50%     1.000000      1.000000  1391.000000  2.000000e-01       -1.0  29.174524
75%     1.000000      1.000000  1514.250000  2.000000e-01       -1.0  29.317019
max     1.000000      1.000000  1783.000000  2.000000e-01       -1.0  29.615477
GLOBAL EMISSIONS: 1331.3158926963806 ( 29.584797615475125 each execution)
