        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.993195      0.995180  107.522727        0.5       -1.0  58.214249
std     0.008273      0.007895    9.566143        0.0        0.0   0.727804
min     0.983300      0.954500   99.000000        0.5       -1.0  56.670254
25%     0.983300      0.990200  100.000000        0.5       -1.0  57.774001
50%     1.000000      1.000000  104.000000        0.5       -1.0  58.196435
75%     1.000000      1.000000  113.500000        0.5       -1.0  58.669481
max     1.000000      1.000000  139.000000        0.5       -1.0  60.587719
GLOBAL EMISSIONS: 2636.871831893921 ( 58.59715181986491 each execution)
