        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.825152      0.817384   99.863636        0.5   0.000291  26.689186
std     0.065858      0.072559    0.408680        0.0   0.000027   2.468616
min     0.666700      0.634600   98.000000        0.5   0.000235  21.690909
25%     0.761900      0.778625  100.000000        0.5   0.000273  24.883345
50%     0.809500      0.818200  100.000000        0.5   0.000287  26.614721
75%     0.857100      0.857100  100.000000        0.5   0.000308  28.037743
max     1.000000      1.000000  100.000000        0.5   0.000348  32.066432
GLOBAL EMISSIONS: 0.0003017342743788 ( 6.705206097306667e-06 each execution)
