        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  44.000000     44.000000    44.0       44.0  4.400000e+01  44.000000
mean    0.709793      0.731423  2000.0        0.0  7.314061e-07   0.096476
std     0.115742      0.109090     0.0        0.0  2.237054e-07   0.003734
min     0.523800      0.500000  2000.0        0.0  3.688686e-07   0.084922
25%     0.614250      0.650000  2000.0        0.0  5.578976e-07   0.095850
50%     0.690500      0.743050  2000.0        0.0  7.190888e-07   0.097215
75%     0.809500      0.806575  2000.0        0.0  9.370705e-07   0.098890
max     0.952400      0.966700  2000.0        0.0  1.094028e-06   0.101935
GLOBAL EMISSIONS: 5.856729401993849e-07 ( 1.3014954226652998e-08 each execution)
