        test_acc  balanced_acc      nfeat     max_alpha  emissions   duration
count  29.000000     29.000000  29.000000  2.900000e+01  29.000000  29.000000
mean    0.911724      0.912369  48.482759  3.000000e-01   0.000310  27.959404
std     0.018864      0.018751   5.145183  5.649373e-17   0.000008   0.692290
min     0.885000      0.885000  38.000000  3.000000e-01   0.000294  26.694479
25%     0.895000      0.896900  46.000000  3.000000e-01   0.000305  27.377698
50%     0.910000      0.910200  48.000000  3.000000e-01   0.000310  27.980174
75%     0.925000      0.925000  51.000000  3.000000e-01   0.000315  28.249341
max     0.950000      0.950700  59.000000  3.000000e-01   0.000330  29.615116
GLOBAL EMISSIONS: 0.0003068895592276 ( 1.0229651974253334e-05 each execution)
