        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.931207      0.932059   904.724138  1.000000e-01   0.000157  14.216223
std     0.015848      0.015590    99.254686  2.824686e-17   0.000005   0.309439
min     0.890000      0.892500   693.000000  1.000000e-01   0.000145  13.662201
25%     0.925000      0.925000   855.000000  1.000000e-01   0.000153  13.951510
50%     0.935000      0.936100   883.000000  1.000000e-01   0.000157  14.187454
75%     0.940000      0.940200   966.000000  1.000000e-01   0.000161  14.361144
max     0.955000      0.956100  1166.000000  1.000000e-01   0.000165  14.916353
GLOBAL EMISSIONS: 0.0001651880923529 ( 5.506269745096667e-06 each execution)
