        test_acc  balanced_acc      nfeat     max_alpha  emissions   duration
count  29.000000     29.000000  29.000000  2.900000e+01  29.000000  29.000000
mean    0.902414      0.904138  11.793103  4.000000e-01   0.000385  34.658298
std     0.025864      0.025501   1.114172  1.129875e-16   0.000015   1.227808
min     0.855000      0.855000  10.000000  4.000000e-01   0.000360  32.329565
25%     0.885000      0.886900  11.000000  4.000000e-01   0.000374  33.800501
50%     0.900000      0.900600  12.000000  4.000000e-01   0.000384  34.672554
75%     0.915000      0.918400  12.000000  4.000000e-01   0.000390  34.912965
max     0.960000      0.961700  14.000000  4.000000e-01   0.000440  39.353089
GLOBAL EMISSIONS: 0.0003734449034181 ( 1.2448163447269999e-05 each execution)
