        test_acc  balanced_acc        nfeat  max_alpha     emissions   duration
count  29.000000     29.000000    29.000000       29.0  2.900000e+01  29.000000
mean    0.891034      0.904079  9055.310345        0.0  7.039340e-06   0.681619
std     0.042999      0.027874    79.966110        0.0  3.377597e-07   0.012184
min     0.775000      0.844800  8869.000000        0.0  6.470915e-06   0.658409
25%     0.860000      0.887600  9002.000000        0.0  6.797502e-06   0.671599
50%     0.900000      0.904000  9076.000000        0.0  7.043531e-06   0.682484
75%     0.925000      0.928400  9118.000000        0.0  7.180440e-06   0.690528
max     0.940000      0.944400  9166.000000        0.0  7.748552e-06   0.700053
GLOBAL EMISSIONS: 7.071675833806054e-06 ( 2.3572252779353512e-07 each execution)
