        test_acc  balanced_acc      nfeat  max_alpha  emissions   duration
count  29.000000     29.000000  29.000000       29.0  29.000000  29.000000
mean    0.894483      0.896762   9.965517        0.5   0.000399  35.946180
std     0.024580      0.023999   0.185695        0.0   0.000011   1.027254
min     0.845000      0.849200   9.000000        0.5   0.000376  33.492670
25%     0.875000      0.879600  10.000000        0.5   0.000390  35.445877
50%     0.895000      0.895400  10.000000        0.5   0.000397  35.989576
75%     0.915000      0.915000  10.000000        0.5   0.000407  36.661372
max     0.945000      0.947200  10.000000        0.5   0.000418  37.622306
GLOBAL EMISSIONS: 0.0003755282859453 ( 1.2517609531510001e-05 each execution)
