test_acc,nfeat,max_alpha,emissions
0.6923,390.0,0.5,0.0002389482524977
0.6923,365.0,0.5,0.0002287176354595
0.6923,340.0,0.5,0.0002351331372043
0.6923,305.0,0.5,0.0002435478344823
0.6923,311.0,0.5,0.0002317375032382
0.6923,360.0,0.5,0.0002355884550073
0.6923,339.0,0.5,0.0002355798885374
0.6923,334.0,0.5,0.000225048799478
0.6923,374.0,0.5,0.0002224946095743
0.6923,336.0,0.5,0.0002249735618352
0.6923,339.0,0.5,0.0002212272936533
0.6923,345.0,0.5,0.0002220772657203
0.6923,330.0,0.5,0.0002326709839375
0.6923,357.0,0.5,0.0002195620194444
0.6923,325.0,0.5,0.0002232374772125
0.6923,368.0,0.5,0.0002239527439131
0.6923,346.0,0.5,0.0002312497526489
0.6923,338.0,0.5,0.0002168898738755
0.6923,355.0,0.5,0.0002397849272207
0.6923,365.0,0.5,0.0002328092764632
