test_acc,nfeat,max_alpha,emissions
0.6923,18.0,0.5,0.0004653489115298
0.6923,18.0,0.5,0.0004952586246993
0.6923,15.0,0.5,0.0005009337716392
0.6923,17.0,0.5,0.0004860120686408
0.6923,18.0,0.5,0.0005215277183992
0.6923,18.0,0.5,0.0005298861457111
0.6923,16.0,0.5,0.0004804364623829
0.6923,18.0,0.5,0.0004875623230083
0.6923,18.0,0.5,0.0004870473630522
0.6923,15.0,0.5,0.0005294284699141
0.6923,19.0,0.5,0.0004999905198164
0.6923,19.0,0.5,0.0004808127828314
0.6923,19.0,0.5,0.0005070188444804
0.6923,18.0,0.5,0.0004987021811028
0.6923,18.0,0.5,0.0004862927881437
0.6923,15.0,0.5,0.0004976145378479
0.6923,16.0,0.5,0.0005095551894322
0.6923,15.0,0.5,0.0004816684009072
0.6923,17.0,0.5,0.0005083221581831
0.6923,17.0,0.5,0.0005169693962585
