test_acc,nfeat,max_alpha,emissions
0.6923,46.0,0.5,0.0003980236816273
0.6923,41.0,0.5,0.0003946483244152
0.6923,43.0,0.5,0.0003995986436095
0.6923,45.0,0.5,0.0004220577155006
0.6923,41.0,0.5,0.0004133156829772
0.6923,44.0,0.5,0.0003895665547953
0.6923,43.0,0.5,0.0004147238796886
0.6923,46.0,0.5,0.0003949842086678
0.6923,46.0,0.5,0.0004008372739121
0.6923,38.0,0.5,0.0004013811276167
0.6923,41.0,0.5,0.0004088513698602
0.6923,47.0,0.5,0.000395684618837
0.6923,41.0,0.5,0.0004010043930775
0.6923,40.0,0.5,0.0004140133458377
0.6923,39.0,0.5,0.0003840504684812
0.6923,48.0,0.5,0.0003777883563135
0.6923,43.0,0.5,0.0004010728239604
0.6923,41.0,0.5,0.00039742578417
0.6923,44.0,0.5,0.0003861266769925
0.6923,44.0,0.5,0.0003940282149348
