test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
1.0,1.0,208.0,0.4,0.0003589276293878,32.5400173664093
0.9167,0.9091,235.0,0.4,0.0003596869643515,32.472681760787964
1.0,1.0,171.0,0.4,0.0003596702000123,32.4269232749939
1.0,1.0,229.0,0.4,0.0003680494809592,33.51319599151611
0.9583,0.95,198.0,0.4,0.0003619196484636,32.67824459075928
0.9167,0.9062,177.0,0.4,0.0003626063048871,32.399932861328125
0.9167,0.9,210.0,0.4,0.0003568753918365,32.48440384864807
1.0,1.0,199.0,0.4,0.0003618726112759,32.62673807144165
0.9583,0.9444,208.0,0.4,0.000362929150247,32.73973631858826
0.9583,0.9706,146.0,0.4,0.0003652197122489,32.67188215255737
0.9583,0.95,203.0,0.4,0.0003575218848058,32.49178981781006
0.9583,0.9444,182.0,0.4,0.0003716634452727,33.421868562698364
0.9583,0.9444,182.0,0.4,0.0003655805759108,33.148624420166016
0.9583,0.9688,201.0,0.4,0.0003718730615313,33.498273611068726
1.0,1.0,194.0,0.4,0.0003629190641399,32.593207120895386
0.9583,0.9706,162.0,0.4,0.0003600646780464,32.68657374382019
0.9583,0.95,215.0,0.4,0.0003714914704558,32.99241662025452
1.0,1.0,185.0,0.4,0.0003693708507216,33.468788385391235
0.9167,0.9,193.0,0.4,0.00035900039049,32.53750658035278
0.9583,0.9688,191.0,0.4,0.0003652131590626,32.835278272628784
1.0,1.0,154.0,0.4,0.0003771318890171,34.08122158050537
0.9583,0.9444,197.0,0.4,0.0003628119221124,32.703644037246704
0.9583,0.9688,214.0,0.4,0.0003736022302611,33.87633943557739
0.9583,0.9706,158.0,0.4,0.0003695465949128,32.90526223182678
1.0,1.0,176.0,0.4,0.0003578977304005,32.28431510925293
0.9167,0.9091,199.0,0.4,0.00035566363651,32.46214199066162
0.9167,0.9062,158.0,0.4,0.0003629334502059,32.47193360328674
1.0,1.0,191.0,0.4,0.0003628524276378,32.47461748123169
1.0,1.0,216.0,0.4,0.000364448453055,32.98073744773865
