        test_acc  balanced_acc    nfeat  max_alpha  emissions   duration
count  44.000000     44.000000     44.0       44.0       44.0  44.000000
mean    0.979270      0.950030  12533.0        0.0       -1.0   0.295326
std     0.017139      0.038926      0.0        0.0        0.0   0.001700
min     0.934400      0.866700  12533.0        0.0       -1.0   0.291666
25%     0.966700      0.916700  12533.0        0.0       -1.0   0.294042
50%     0.983300      0.954500  12533.0        0.0       -1.0   0.295345
75%     0.987700      0.992650  12533.0        0.0       -1.0   0.296006
max     1.000000      1.000000  12533.0        0.0       -1.0   0.299682
GLOBAL EMISSIONS: 25.718670129776 ( 0.5715260028839111 each execution)
