        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  29.000000     29.000000    29.0       29.0  2.900000e+01  29.000000
mean    0.878162      0.892545  4026.0        0.0  5.314884e-07   0.073366
std     0.073606      0.067684     0.0        0.0  2.477081e-07   0.003216
min     0.733300      0.750000  4026.0        0.0  2.685016e-07   0.069364
25%     0.800000      0.850000  4026.0        0.0  2.944766e-07   0.070785
50%     0.866700      0.888900  4026.0        0.0  5.065016e-07   0.072857
75%     0.933300      0.937500  4026.0        0.0  7.529201e-07   0.074682
max     1.000000      1.000000  4026.0        0.0  1.001903e-06   0.083390
GLOBAL EMISSIONS: 2.719204756494194e-07 ( 9.064015854980647e-09 each execution)
