        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.921828      0.932010  1452.413793  2.000000e-01   0.000226  20.314958
std     0.066826      0.057674   127.040353  5.649373e-17   0.000005   0.372526
min     0.733300      0.750000  1244.000000  2.000000e-01   0.000217  19.894752
25%     0.866700      0.900000  1374.000000  2.000000e-01   0.000223  19.941951
50%     0.933300      0.937500  1424.000000  2.000000e-01   0.000225  20.350887
75%     0.933300      0.944400  1530.000000  2.000000e-01   0.000229  20.493403
max     1.000000      1.000000  1805.000000  2.000000e-01   0.000236  21.147521
GLOBAL EMISSIONS: 0.0002248523726445 ( 7.49507908815e-06 each execution)
