        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.965898      0.961634   99.909091        0.5       -1.0  53.541110
std     0.031477      0.035728    0.290803        0.0        0.0   1.058721
min     0.875000      0.864300   99.000000        0.5       -1.0  51.021297
25%     0.958300      0.944400  100.000000        0.5       -1.0  52.827954
50%     0.958300      0.959400  100.000000        0.5       -1.0  53.420701
75%     1.000000      1.000000  100.000000        0.5       -1.0  53.986310
max     1.000000      1.000000  100.000000        0.5       -1.0  55.520111
GLOBAL EMISSIONS: 2417.6739513874054 ( 53.72608780860901 each execution)
