        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01       44.0  44.000000
mean    0.951702      0.945373  1615.431818  1.000000e-01       -1.0  19.040747
std     0.035867      0.040038   166.896626  4.211469e-17        0.0   0.109824
min     0.875000      0.864300  1193.000000  1.000000e-01       -1.0  18.843800
25%     0.916700      0.908375  1511.250000  1.000000e-01       -1.0  18.942357
50%     0.958300      0.944400  1610.000000  1.000000e-01       -1.0  19.030788
75%     0.968725      0.977950  1699.500000  1.000000e-01       -1.0  19.149811
max     1.000000      1.000000  2065.000000  1.000000e-01       -1.0  19.217122
GLOBAL EMISSIONS: 864.834145784378 ( 19.218536572986178 each execution)
