        test_acc  balanced_acc      nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.00000  2.900000e+01  29.000000  29.000000
mean    0.851466      0.847090   68.00000  4.000000e-01   0.000419  36.247466
std     0.051086      0.055338   20.59126  1.129875e-16   0.000064   2.374205
min     0.761900      0.735600   35.00000  4.000000e-01   0.000347  31.821123
25%     0.809500      0.798100   55.00000  4.000000e-01   0.000384  35.306952
50%     0.857100      0.847200   62.00000  4.000000e-01   0.000400  36.315779
75%     0.900000      0.890100   81.00000  4.000000e-01   0.000430  38.223347
max     1.000000      1.000000  125.00000  4.000000e-01   0.000570  40.569733
GLOBAL EMISSIONS: 0.0003623159536901 ( 1.2077198456336667e-05 each execution)
