        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  29.000000     29.000000    29.000000  2.900000e+01  29.000000  29.000000
mean    0.838083      0.835466   805.758621  1.000000e-01   0.000151  13.728351
std     0.067256      0.070972   156.934849  2.824686e-17   0.000005   0.301705
min     0.714300      0.694400   591.000000  1.000000e-01   0.000142  13.115078
25%     0.809500      0.791700   675.000000  1.000000e-01   0.000147  13.580608
50%     0.850000      0.836500   771.000000  1.000000e-01   0.000150  13.804998
75%     0.857100      0.857100   913.000000  1.000000e-01   0.000156  13.885435
max     1.000000      1.000000  1129.000000  1.000000e-01   0.000163  14.428292
GLOBAL EMISSIONS: 0.000143905921771 ( 4.796864059033333e-06 each execution)
