test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
1.0,1.0,232.0,0.1,0.0010529472875087,96.56252551078796
0.9167,0.9091,274.0,0.1,0.0010997300332012,100.13295245170592
1.0,1.0,257.0,0.1,0.0007507806711504,67.93372893333435
0.9583,0.9444,391.0,0.1,0.0006089917091819,55.79394555091858
1.0,1.0,227.0,0.1,0.0011292679372127,102.92545175552368
0.9167,0.9062,244.0,0.1,0.0010209549810366,93.02325820922852
0.9583,0.9444,275.0,0.1,0.0011260483193556,102.310795545578
1.0,1.0,230.0,0.1,0.0011466341266913,104.64580368995668
0.9583,0.9444,351.0,0.1,0.00081626700235,74.01806712150574
0.9583,0.9706,114.0,0.1,0.0009324586488689,85.19639539718628
0.9583,0.95,367.0,0.1,0.0007308203679243,66.96180510520935
0.9583,0.9444,219.0,0.1,0.0008282364024555,75.6015145778656
0.9583,0.9444,220.0,0.1,0.0008588257811581,78.3894875049591
0.9583,0.9688,281.0,0.1,0.0010474342304294,95.27812933921814
