        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0       44.0  44.000000
mean    0.916659      0.925793  163.931818        0.5       -1.0  58.139156
std     0.067621      0.062049   18.305416        0.0        0.0   0.589158
min     0.800000      0.803600  134.000000        0.5       -1.0  57.556714
25%     0.866700      0.883200  150.500000        0.5       -1.0  57.717172
50%     0.933300      0.937500  163.000000        0.5       -1.0  57.949587
75%     0.949975      0.958300  172.250000        0.5       -1.0  58.363204
max     1.000000      1.000000  214.000000        0.5       -1.0  60.022342
GLOBAL EMISSIONS: 2627.5657064914703 ( 58.390349033143785 each execution)
