        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.531611      0.539007  499.840909        0.5   0.000513  47.212630
std     0.023382      0.025537    0.775892        0.0   0.000009   0.760183
min     0.479800      0.477600  495.000000        0.5   0.000483  44.738652
25%     0.517025      0.527200  500.000000        0.5   0.000507  46.745498
50%     0.527700      0.532950  500.000000        0.5   0.000513  47.205557
75%     0.545050      0.559325  500.000000        0.5   0.000520  47.870435
max     0.589400      0.589500  500.000000        0.5   0.000527  48.432132
GLOBAL EMISSIONS: 0.0005088858459392 ( 1.1308574354204444e-05 each execution)
