        test_acc  balanced_acc  nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.0       44.0  44.000000  44.000000
mean    0.511868      0.514670  500.0        0.0   0.000037   3.413764
std     0.018858      0.023871    0.0        0.0   0.000001   0.055819
min     0.466000      0.452300  500.0        0.0   0.000034   3.334347
25%     0.502600      0.502775  500.0        0.0   0.000036   3.349868
50%     0.511250      0.517600  500.0        0.0   0.000037   3.453047
75%     0.522050      0.527800  500.0        0.0   0.000038   3.460639
max     0.555900      0.566500  500.0        0.0   0.000039   3.472486
GLOBAL EMISSIONS: 3.763584235191566e-05 ( 8.363520522647924e-07 each execution)
