        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000  29.000000
mean    0.836524      0.829155  274.965517  2.000000e-01   0.000287  22.389081
std     0.064932      0.070385   88.069162  5.649373e-17   0.000067   0.951905
min     0.714300      0.694400  119.000000  2.000000e-01   0.000232  20.842427
25%     0.809500      0.791700  219.000000  2.000000e-01   0.000243  21.802110
50%     0.809500      0.818200  255.000000  2.000000e-01   0.000255  22.314654
75%     0.857100      0.850000  321.000000  2.000000e-01   0.000305  22.989383
max     1.000000      1.000000  449.000000  2.000000e-01   0.000415  24.605633
GLOBAL EMISSIONS: 0.000255007476031 ( 8.500249201033334e-06 each execution)
