test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
0.9333,0.9444,73.0,0.25,0.0007646537873204,61.95948314666748
0.7333,0.7321,83.0,0.25,0.0007386024461166,59.759023904800415
0.8667,0.8661,54.0,0.25,0.0009681233081115,78.02083683013916
0.8667,0.8661,56.0,0.25,0.0009528987381078,77.08063697814941
0.9333,0.9375,59.0,0.25,0.0010263053877593,83.25994801521301
0.9333,0.9444,81.0,0.25,0.0009206650567391,74.54118704795837
0.8,0.8036,43.0,0.25,0.0011324144055946,91.35411763191225
0.8667,0.8661,40.0,0.25,0.0010542881900872,85.45126986503601
0.8,0.8056,53.0,0.25,0.000970648252936,78.71242213249207
1.0,1.0,82.0,0.25,0.0006230786619459,50.363231897354126
1.0,1.0,98.0,0.25,0.0007113294626356,57.563973903656006
0.9333,0.9444,105.0,0.25,0.000722819123145,58.31230688095093
0.9333,0.9375,116.0,0.25,0.0007504189966873,60.39243292808533
0.9333,0.9444,97.0,0.25,0.0006015242317248,48.70848202705383
