        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000  29.000000
mean    0.925000      0.925710  194.620690  2.000000e-01   0.000236  21.284768
std     0.017525      0.017465   16.240192  5.649373e-17   0.000007   0.543531
min     0.880000      0.880600  157.000000  2.000000e-01   0.000228  20.604915
25%     0.910000      0.912600  184.000000  2.000000e-01   0.000232  20.887014
50%     0.925000      0.926100  192.000000  2.000000e-01   0.000234  21.201571
75%     0.940000      0.940700  208.000000  2.000000e-01   0.000239  21.467488
max     0.955000      0.955400  220.000000  2.000000e-01   0.000255  22.890861
GLOBAL EMISSIONS: 0.0002484000232746 ( 8.28000077582e-06 each execution)
