        test_acc  balanced_acc  nfeat  max_alpha  emissions   duration
count  29.000000     29.000000   29.0       29.0  29.000000  29.000000
mean    0.895862      0.898310   10.0        0.5   0.000620  41.705247
std     0.025322      0.024664    0.0        0.0   0.000238   2.326800
min     0.840000      0.845000   10.0        0.5   0.000416  37.487278
25%     0.880000      0.880600   10.0        0.5   0.000443  40.007354
50%     0.895000      0.901800   10.0        0.5   0.000463  41.110519
75%     0.915000      0.915400   10.0        0.5   0.000922  43.512712
max     0.940000      0.942800   10.0        0.5   0.000988  45.582437
GLOBAL EMISSIONS: 0.000961915114174 ( 3.206383713913334e-05 each execution)
