        test_acc  balanced_acc        nfeat  max_alpha     emissions   duration
count  29.000000     29.000000    29.000000       29.0  2.900000e+01  29.000000
mean    0.895172      0.904000  9055.310345        0.0  7.435025e-06   0.703155
std     0.025442      0.018753    79.966110        0.0  4.759257e-07   0.023448
min     0.835000      0.869500  8869.000000        0.0  6.758873e-06   0.677712
25%     0.880000      0.890600  9002.000000        0.0  7.057705e-06   0.692167
50%     0.895000      0.904000  9076.000000        0.0  7.396586e-06   0.695226
75%     0.915000      0.920100  9118.000000        0.0  7.598806e-06   0.705425
max     0.935000      0.935000  9166.000000        0.0  8.605432e-06   0.780544
GLOBAL EMISSIONS: 7.137424413307381e-06 ( 2.3791414711024602e-07 each execution)
