        test_acc  balanced_acc    nfeat  max_alpha  emissions   duration
count  44.000000     44.000000     44.0       44.0       44.0  44.000000
mean    0.976661      0.946707  12533.0        0.0       -1.0   0.293897
std     0.024251      0.050275      0.0        0.0        0.0   0.001896
min     0.901600      0.823500  12533.0        0.0       -1.0   0.290346
25%     0.966700      0.916700  12533.0        0.0       -1.0   0.292744
50%     0.983300      0.954500  12533.0        0.0       -1.0   0.293764
75%     1.000000      1.000000  12533.0        0.0       -1.0   0.294638
max     1.000000      1.000000  12533.0        0.0       -1.0   0.301047
GLOBAL EMISSIONS: 22.949776887893677 ( 0.5099950419531928 each execution)
