        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  44.000000     44.000000   44.000000       44.0  44.000000  44.000000
mean    0.915145      0.924586   99.909091        0.5   0.000484  39.647287
std     0.059901      0.056147    0.290803        0.0   0.000020   1.652567
min     0.733300      0.732100   99.000000        0.5   0.000428  35.034889
25%     0.866700      0.888900  100.000000        0.5   0.000474  38.788017
50%     0.933300      0.937500  100.000000        0.5   0.000485  39.754048
75%     0.933300      0.944400  100.000000        0.5   0.000496  40.598785
max     1.000000      1.000000  100.000000        0.5   0.000522  43.087745
GLOBAL EMISSIONS: 0.0004738528910246 ( 1.0530064244991111e-05 each execution)
