        test_acc  balanced_acc    nfeat  max_alpha     emissions   duration
count  44.000000     44.000000     44.0       44.0  4.400000e+01  44.000000
mean    0.982305      0.957748  12533.0        0.0  2.112746e-06   0.223352
std     0.019996      0.043165      0.0        0.0  2.688842e-07   0.005279
min     0.918000      0.843800  12533.0        0.0  1.672143e-06   0.205592
25%     0.967200      0.923100  12533.0        0.0  1.925076e-06   0.223176
50%     0.983300      0.954500  12533.0        0.0  2.140736e-06   0.224511
75%     1.000000      1.000000  12533.0        0.0  2.278445e-06   0.225859
max     1.000000      1.000000  12533.0        0.0  3.005293e-06   0.232497
GLOBAL EMISSIONS: 1.941390735739517e-06 ( 4.3142016349767044e-08 each execution)
