        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.832839      0.827907  1084.522727  1.000000e-01   0.000143  13.236674
std     0.073281      0.078543   172.000336  4.211469e-17   0.000003   0.121611
min     0.700000      0.686900   744.000000  1.000000e-01   0.000138  12.985105
25%     0.790475      0.786075   955.500000  1.000000e-01   0.000141  13.126476
50%     0.850000      0.834900  1071.000000  1.000000e-01   0.000143  13.241794
75%     0.857100      0.858725  1194.250000  1.000000e-01   0.000145  13.340373
max     1.000000      1.000000  1513.000000  1.000000e-01   0.000151  13.422987
GLOBAL EMISSIONS: 0.000144472004065 ( 3.2104889792222224e-06 each execution)
