        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  44.000000     44.000000    44.0       44.0  4.400000e+01  44.000000
mean    0.717370      0.738998  2000.0        0.0  7.560749e-07   0.097239
std     0.099856      0.088498     0.0        0.0  2.041878e-07   0.003093
min     0.523800      0.571400  2000.0        0.0  3.356389e-07   0.087110
25%     0.662525      0.685275  2000.0        0.0  5.900005e-07   0.095942
50%     0.714300      0.750000  2000.0        0.0  7.814593e-07   0.097610
75%     0.761900      0.771950  2000.0        0.0  9.016091e-07   0.099109
max     0.904800      0.933300  2000.0        0.0  1.114803e-06   0.103556
GLOBAL EMISSIONS: 5.383303247429076e-07 ( 1.1962896105397947e-08 each execution)
