test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
0.5133,0.5141,500.0,0.5,0.0005048912970185,46.49078130722046
0.5554,0.5754,500.0,0.5,0.0005147254554339,46.9828531742096
0.5306,0.5369,500.0,0.5,0.0005109582397582,46.89114999771118
0.5536,0.5614,500.0,0.5,0.000519025089383,47.31917405128479
0.5312,0.5349,500.0,0.5,0.0005044039648051,46.8235969543457
0.5559,0.556,500.0,0.5,0.0004946936906113,45.81124258041382
0.5236,0.5238,500.0,0.5,0.000490899916941,45.43354558944702
0.5335,0.543,500.0,0.5,0.0004920974922285,45.56960606575012
0.5363,0.5381,499.0,0.5,0.0004974350248147,45.77085542678833
0.5329,0.5346,496.0,0.5,0.0005116696681247,47.043808698654175
0.5173,0.5173,500.0,0.5,0.0005097598655755,46.94878101348877
0.5421,0.5421,499.0,0.5,0.0005093675323672,47.0315580368042
0.511,0.5135,500.0,0.5,0.0005126023231888,46.980135440826416
0.5162,0.5162,500.0,0.5,0.0005006313337919,45.59796166419983
0.5098,0.5229,500.0,0.5,0.0004995547492011,46.39164066314697
0.5444,0.5456,500.0,0.5,0.000500118305884,46.03096389770508
0.5162,0.5162,500.0,0.5,0.0004981813784173,46.37215662002564
0.5317,0.5317,500.0,0.5,0.0004975822861293,46.25091791152954
0.5075,0.5114,500.0,0.5,0.0004972706249178,45.87758207321167
0.545,0.5506,500.0,0.5,0.0005016697547064,46.22075653076172
0.5271,0.5278,500.0,0.5,0.0005049464481112,46.45046257972717
0.5456,0.5536,500.0,0.5,0.0005043457946958,46.3242928981781
0.5219,0.5314,500.0,0.5,0.0004997898534607,46.3966269493103
0.5525,0.5557,499.0,0.5,0.0005031935883413,46.12442994117737
0.5433,0.5745,500.0,0.5,0.0004997257653674,46.13902902603149
0.5473,0.5492,500.0,0.5,0.0005040047767914,46.01232576370239
0.5652,0.573,500.0,0.5,0.0004986797823578,46.04256534576416
0.5652,0.5784,500.0,0.5,0.0005007144106581,46.238691329956055
0.5266,0.5269,500.0,0.5,0.0005129635062274,46.95590353012085
0.5167,0.5206,500.0,0.5,0.0005026759736611,46.24095106124878
0.5548,0.5593,500.0,0.5,0.0005011865328582,46.08629012107849
0.5393,0.5421,500.0,0.5,0.0005000633266455,46.33408784866333
0.534,0.5341,500.0,0.5,0.0005071284179228,47.03061246871948
0.5617,0.5637,500.0,0.5,0.0005151705650302,46.52100253105164
0.5543,0.5543,500.0,0.5,0.0005043199457891,46.457151651382446
0.511,0.5295,500.0,0.5,0.0004984026229701,46.31675958633423
0.5306,0.5488,500.0,0.5,0.0005059379039995,46.538689851760864
0.5346,0.5736,500.0,0.5,0.0005017046779979,46.52027654647827
0.504,0.5161,500.0,0.5,0.000506830247597,46.35259532928467
0.5236,0.5238,499.0,0.5,0.0005075241487636,46.5138258934021
0.5289,0.5328,500.0,0.5,0.0005098272669601,46.89952063560486
0.534,0.5343,500.0,0.5,0.0005092381091531,46.76141571998596
0.5779,0.5779,500.0,0.5,0.0005067406291454,46.56969118118286
0.5069,0.5076,500.0,0.5,0.0005175996183223,47.076012134552
