test_acc,balanced_acc,nfeat,max_alpha,emissions,duration
1.0,1.0,64.0,0.1,0.0007868521550818,63.93429684638977
0.9167,0.9091,62.0,0.1,0.0007179111930002,58.21023941040039
1.0,1.0,92.0,0.1,0.0006752346203425,55.03618574142456
0.9583,0.9444,51.0,0.1,0.0006983168483331,57.023414611816406
0.9583,0.95,67.0,0.1,0.0008689482255089,70.76855897903442
0.9167,0.9062,33.0,0.1,0.0008491862753364,69.37230372428894
0.9583,0.9444,64.0,0.1,0.0008576316002097,69.53739619255066
1.0,1.0,42.0,0.1,0.0009360462985267,76.54968500137329
0.9583,0.9444,36.0,0.1,0.0010067954715652,82.14251160621643
1.0,1.0,14.0,0.1,0.0010514177807395,85.04340243339539
0.9583,0.95,116.0,0.1,0.0005344967952869,43.47487545013428
1.0,1.0,45.0,0.1,0.0007711031362938,63.08692049980164
1.0,1.0,41.0,0.1,0.0008463459455815,69.62693572044373
0.9583,0.9688,39.0,0.1,0.0007908709385025,65.12606525421143
