        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.822718      0.819775   805.681818  1.000000e-01   0.000149  13.724630
std     0.072047      0.077943   143.424362  4.211469e-17   0.000004   0.179797
min     0.650000      0.650000   468.000000  1.000000e-01   0.000140  13.363781
25%     0.761900      0.750000   681.500000  1.000000e-01   0.000147  13.624791
50%     0.809500      0.825750   805.500000  1.000000e-01   0.000149  13.700883
75%     0.857100      0.857100   905.500000  1.000000e-01   0.000153  13.892262
max     1.000000      1.000000  1139.000000  1.000000e-01   0.000156  14.008708
GLOBAL EMISSIONS: 0.0001535432538805 ( 3.4120723084555557e-06 each execution)
