        test_acc  balanced_acc   nfeat  max_alpha     emissions   duration
count  29.000000     29.000000    29.0       29.0  2.900000e+01  29.000000
mean    0.719779      0.738493  2000.0        0.0  6.879423e-07   0.089136
std     0.092157      0.075088     0.0        0.0  2.238061e-07   0.002586
min     0.523800      0.597200  2000.0        0.0  3.218182e-07   0.084608
25%     0.666700      0.700000  2000.0        0.0  5.665615e-07   0.087985
50%     0.750000      0.750000  2000.0        0.0  7.354496e-07   0.089094
75%     0.761900      0.791700  2000.0        0.0  8.541894e-07   0.090230
max     0.857100      0.850000  2000.0        0.0  1.001235e-06   0.096052
GLOBAL EMISSIONS: 3.392325931317717e-07 ( 1.1307753104392389e-08 each execution)
