        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000  29.000000
mean    0.838090      0.831141  273.517241  2.000000e-01   0.000228  20.494130
std     0.065923      0.067565   90.808126  5.649373e-17   0.000006   0.517714
min     0.714300      0.726200  102.000000  2.000000e-01   0.000217  19.847308
25%     0.809500      0.791700  216.000000  2.000000e-01   0.000224  20.155643
50%     0.809500      0.818200  252.000000  2.000000e-01   0.000226  20.285362
75%     0.857100      0.857100  326.000000  2.000000e-01   0.000230  20.703595
max     1.000000      1.000000  468.000000  2.000000e-01   0.000244  21.723739
GLOBAL EMISSIONS: 0.0002234587757768 ( 7.448625859226667e-06 each execution)
