        test_acc  balanced_acc       nfeat     max_alpha  emissions    duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000   29.000000
mean    0.961203      0.957045  189.068966  4.000000e-01   0.000395   38.233436
std     0.033268      0.038199   25.552371  1.129875e-16   0.000177   28.884185
min     0.916700      0.900000  132.000000  4.000000e-01   0.000355   32.258288
25%     0.916700      0.911100  171.000000  4.000000e-01   0.000358   32.512590
50%     0.958300      0.950000  191.000000  4.000000e-01   0.000361   32.855944
75%     1.000000      1.000000  208.000000  4.000000e-01   0.000366   33.110644
max     1.000000      1.000000  238.000000  4.000000e-01   0.001315  188.391683
GLOBAL EMISSIONS: 0.0003738790575305 ( 1.2462635251016666e-05 each execution)
