        test_acc  balanced_acc      nfeat  max_alpha  emissions   duration
count  29.000000     29.000000  29.000000       29.0  29.000000  29.000000
mean    0.823221      0.823048  10.724138        0.5   0.000554  42.156328
std     0.061051      0.065544   1.436677        0.0   0.000134   2.279933
min     0.714300      0.709100  10.000000        0.5   0.000405  37.028532
25%     0.761900      0.791700  10.000000        0.5   0.000454  40.848205
50%     0.809500      0.818200  10.000000        0.5   0.000484  42.254272
75%     0.857100      0.850000  11.000000        0.5   0.000634  43.759212
max     1.000000      1.000000  15.000000        0.5   0.000814  45.927655
GLOBAL EMISSIONS: 0.0006303332712578 ( 2.1011109041926668e-05 each execution)
