        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  44.000000     44.000000   44.000000  4.400000e+01       44.0  44.000000
mean    0.951877      0.952009  172.909091  1.000000e-01       -1.0  23.421256
std     0.004891      0.004871   13.554057  4.211469e-17        0.0   0.347832
min     0.938300      0.938700  150.000000  1.000000e-01       -1.0  23.050873
25%     0.948475      0.948650  163.000000  1.000000e-01       -1.0  23.229685
50%     0.951800      0.951950  170.000000  1.000000e-01       -1.0  23.365223
75%     0.955400      0.955450  179.250000  1.000000e-01       -1.0  23.519660
max     0.964900      0.964900  212.000000  1.000000e-01       -1.0  25.336229
GLOBAL EMISSIONS: 1101.5692677497864 ( 24.479317061106364 each execution)
