        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000  29.000000
mean    0.993131      0.991007  751.517241  3.000000e-01   0.000297  26.622649
std     0.010376      0.017456  104.565981  5.649373e-17   0.000006   0.547279
min     0.967200      0.944500  574.000000  3.000000e-01   0.000287  25.703362
25%     0.983300      0.990200  677.000000  3.000000e-01   0.000293  26.282147
50%     1.000000      1.000000  742.000000  3.000000e-01   0.000296  26.627398
75%     1.000000      1.000000  818.000000  3.000000e-01   0.000300  26.938273
max     1.000000      1.000000  959.000000  3.000000e-01   0.000311  27.869586
GLOBAL EMISSIONS: 0.0002866596127989 ( 9.55532042663e-06 each execution)
