        test_acc  balanced_acc       nfeat  max_alpha  emissions   duration
count  29.000000     29.000000   29.000000       29.0  29.000000  29.000000
mean    0.993697      0.996283  106.034483        0.5   0.000446  40.001177
std     0.008207      0.004839   15.131525        0.0   0.000008   0.646161
min     0.983300      0.990200   81.000000        0.5   0.000429  38.945512
25%     0.983300      0.990200   97.000000        0.5   0.000442  39.452810
50%     1.000000      1.000000  105.000000        0.5   0.000445  40.021893
75%     1.000000      1.000000  116.000000        0.5   0.000449  40.460445
max     1.000000      1.000000  144.000000        0.5   0.000469  41.699506
GLOBAL EMISSIONS: 0.0004503264316251 ( 1.501088105417e-05 each execution)
