        test_acc  balanced_acc       nfeat  max_alpha  emissions    duration
count  44.000000     44.000000   44.000000       44.0  44.000000   44.000000
mean    0.993195      0.995180   99.840909        0.5   0.001536  117.509081
std     0.008273      0.007895    0.369989        0.0   0.000037    2.838825
min     0.983300      0.954500   99.000000        0.5   0.001446  111.017232
25%     0.983300      0.990200  100.000000        0.5   0.001507  115.549080
50%     1.000000      1.000000  100.000000        0.5   0.001543  117.988184
75%     1.000000      1.000000  100.000000        0.5   0.001564  119.580113
max     1.000000      1.000000  100.000000        0.5   0.001602  122.866750
GLOBAL EMISSIONS: 0.0014957416920854 ( 3.323870426856444e-05 each execution)
