        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.993200      0.991511   776.204545  2.000000e-01   0.000824  63.206819
std     0.010327      0.019535    92.480439  8.422938e-17   0.000004   0.091262
min     0.966700      0.916700   633.000000  2.000000e-01   0.000817  63.096512
25%     0.983300      0.990200   713.500000  2.000000e-01   0.000821  63.119575
50%     1.000000      1.000000   771.000000  2.000000e-01   0.000824  63.180614
75%     1.000000      1.000000   822.500000  2.000000e-01   0.000826  63.283248
max     1.000000      1.000000  1030.000000  2.000000e-01   0.000832  63.380030
GLOBAL EMISSIONS: 0.000823411631293 ( 1.8298036250955556e-05 each execution)
