        test_acc  balanced_acc    nfeat  max_alpha     emissions   duration
count  44.000000     44.000000     44.0       44.0  4.400000e+01  44.000000
mean    0.973227      0.942632  12533.0        0.0  7.887006e-06   0.672915
std     0.029373      0.056551      0.0        0.0  4.350140e-07   0.004754
min     0.866700      0.777800  12533.0        0.0  7.029593e-06   0.664033
25%     0.966700      0.916700  12533.0        0.0  7.596041e-06   0.669002
50%     0.983300      0.954500  12533.0        0.0  7.918970e-06   0.672756
75%     1.000000      1.000000  12533.0        0.0  8.209857e-06   0.677409
max     1.000000      1.000000  12533.0        0.0  8.651377e-06   0.680912
GLOBAL EMISSIONS: 7.576821779234129e-06 ( 1.6837381731631397e-07 each execution)
