        test_acc  balanced_acc       nfeat     max_alpha  emissions    duration
count  44.000000     44.000000   44.000000  4.400000e+01  44.000000   44.000000
mean    0.994334      0.996659  181.500000  4.000000e-01   0.001376  105.412277
std     0.007970      0.004699   23.610699  1.684588e-16   0.000005    0.193167
min     0.983300      0.990200  147.000000  4.000000e-01   0.001367  105.201686
25%     0.983525      0.990200  159.750000  4.000000e-01   0.001373  105.225937
50%     1.000000      1.000000  179.500000  4.000000e-01   0.001376  105.435223
75%     1.000000      1.000000  200.250000  4.000000e-01   0.001380  105.530484
max     1.000000      1.000000  230.000000  4.000000e-01   0.001386  105.772183
GLOBAL EMISSIONS: 0.0013677798618124 ( 3.0395108040275558e-05 each execution)
