        test_acc  balanced_acc        nfeat     max_alpha  emissions   duration
count  44.000000     44.000000    44.000000  4.400000e+01  44.000000  44.000000
mean    0.930293      0.937784  1470.659091  2.000000e-01   0.000216  20.013440
std     0.071821      0.065046   111.860782  8.422938e-17   0.000003   0.153122
min     0.733300      0.750000  1241.000000  2.000000e-01   0.000210  19.688818
25%     0.916650      0.928125  1398.750000  2.000000e-01   0.000214  19.951177
50%     0.933300      0.944400  1473.000000  2.000000e-01   0.000216  20.012885
75%     1.000000      1.000000  1532.000000  2.000000e-01   0.000219  20.077734
max     1.000000      1.000000  1776.000000  2.000000e-01   0.000222  20.742124
GLOBAL EMISSIONS: 0.0002116678839333 ( 4.7037307540733335e-06 each execution)
