        test_acc  balanced_acc       nfeat     max_alpha  emissions   duration
count  29.000000     29.000000   29.000000  2.900000e+01  29.000000  29.000000
mean    0.958328      0.953841  741.620690  2.000000e-01   0.000224  20.175069
std     0.035205      0.039138   85.891299  5.649373e-17   0.000005   0.518153
min     0.875000      0.875000  605.000000  2.000000e-01   0.000213  19.512353
25%     0.916700      0.909100  681.000000  2.000000e-01   0.000220  19.886001
50%     0.958300      0.950000  728.000000  2.000000e-01   0.000224  19.966582
75%     1.000000      1.000000  808.000000  2.000000e-01   0.000227  20.599727
max     1.000000      1.000000  943.000000  2.000000e-01   0.000238  21.343589
GLOBAL EMISSIONS: 0.0002288886422585 ( 7.629621408616667e-06 each execution)
